Title,Directions,Quantity,Unit01,Ingredient01,Quantity02,Unit02,Ingredient02,Quantity03,Unit03,Ingredient03,Quantity04,Unit04,Ingredient04,Quantity05,Unit05,Ingredient05,Quantity06,Unit06,Ingredient06,Quantity07,Unit07,Ingredient07,Quantity08,Unit08,Ingredient08,Quantity09,Unit09,Ingredient09,Quantity10,Unit10,Ingredient10,Quantity11,Unit11,Ingredient11,Quantity12,Unit12,Ingredient12,Quantity13,Unit13,Ingredient13,Quantity14,Unit14,Ingredient14,Quantity15,Unit15,Ingredient15,Quantity16,Unit16,Ingredient16,Quantity17,Unit17,Ingredient17,Quantity18,Unit18,Ingredient18,Quantity19,Unit19,Ingredient19,Category,ingredients,tokenized_ingr,ingr_json
Cheese Strata,"Arrange bread and cheese in alternate layers in greased baking dish. Bread on top and bottom. Combine eggs, milk, and seasonings. Pour over bread and cheese. Chill 1 hour. Bake 1 hour at 350 degrees or until set.",12,slices,bread,2,cups,grated cheese,4,nan,"eggs, beaten",2 1/2,cups,milk, 3/4,teaspoon,salt, 1/8,teaspoon,pepper, 1/2,teaspoon,dry mustard,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"bread;grated cheese;eggs, beaten;milk;salt;pepper;dry mustard;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['bread', ';', 'grated', 'cheese', ';', 'eggs', ',', 'beaten', ';', 'milk', ';', 'salt', ';', 'pepper', ';', 'dry', 'mustard', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']","['milk', 'eggs']"
Chicken Tamale Pie,"Brown onion and bacon.Cook cornmeal, broth, eggs, salt, cayenne, and cumin until stiff.Add tomatoes, chicken, corn, oil, chili powder, bacon, onions, and sliced olives.Bake at 350 degrees for 1 1/2 hours.Cook and stir the following to make sauce: 1/4 pound melted butter, 2 tablespoons flour, 2 cups chicken broth, 1 tablespoon chili powder, 1 teaspoon cumin, 1 can hot sauce. Serve at table with tamale pie.",6,nan,"boned chicken breasts, cooked, cut into bite-size",1,large,"onion, chopped", 1/4,pound,"bacon, chopped",2,cups,yellow cornmeal,3,cups,chicken broth,3,nan,"eggs, beaten",2,teaspoons,cumin,nan,nan,salt,nan,nan,cayenne pepper,1,large can,tomatoes,1,can,creamed corn,1,cup,oil,1,tablespoon,chili powder,nan,nan,"bacon, chopped",nan,nan,onions,nan,nan,sliced olives,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"boned chicken breasts, cooked, cut into bite-size;onion, chopped;bacon, chopped;yellow cornmeal;chicken broth;eggs, beaten;cumin;salt;cayenne pepper;tomatoes;creamed corn;oil;chili powder;bacon, chopped;onions;sliced olives;nan;nan;nan","['boned', 'chicken', 'breasts', ',', 'cooked', ',', 'cut', 'into', 'bite-size', ';', 'onion', ',', 'chopped', ';', 'bacon', ',', 'chopped', ';', 'yellow', 'cornmeal', ';', 'chicken', 'broth', ';', 'eggs', ',', 'beaten', ';', 'cumin', ';', 'salt', ';', 'cayenne', 'pepper', ';', 'tomatoes', ';', 'creamed', 'corn', ';', 'oil', ';', 'chili', 'powder', ';', 'bacon', ',', 'chopped', ';', 'onions', ';', 'sliced', 'olives', ';', 'nan', ';', 'nan', ';', 'nan']",['eggs']
Chili Cheese Puff,"Preheat oven to 350 degrees.In medium size bowl beat eggs until light and lemon colored. Add flour, baking powder, salt, cottage cheese, and jack cheese. Blend until smooth. Stir in chiles.Pour into buttered 9"" x 13"" baking dish. Bake 35 minutes or until top is brown and firm.",10,nan,eggs, 1/2,cup,flour,1,teaspoon,baking powder, 1/2,teaspoon,salt,2,cups,cottage cheese,4,cups,"jack cheese, shredded",2,4 oz cans,diced green chiles,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"eggs;flour;baking powder;salt;cottage cheese;jack cheese, shredded;diced green chiles;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['eggs', ';', 'flour', ';', 'baking', 'powder', ';', 'salt', ';', 'cottage', 'cheese', ';', 'jack', 'cheese', ',', 'shredded', ';', 'diced', 'green', 'chiles', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']","['flour', 'eggs']"
Chili Chicken,"saute onion in butter, add soups, pimento, chiles, chicken and 1/2 the cheese.Cook noodles until tender. Drain. Stir sauce into noodles. Pour into large baking dish. Add rest of cheese or buttered crumbs.Chill over night. Bake at 350 degrees for 1 hour.",1,12 oz package,medium noodles,1,medium,"onion, chopped",2,tablespoons,"butter or margarine, melted",3,cans,cream of mushroom soup or 2 cans cream of mushroom and 1 can chicken broth,1,4 oz,jar pimentos,1,4 oz,chopped green chiles,1,whole,"chicken, cooked and boned, cut into bite-size pieces",2,cups,"cheddar cheese, grated",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"medium noodles;onion, chopped;butter or margarine, melted;cream of mushroom soup or 2 cans cream of mushroom and 1 can chicken broth;jar pimentos;chopped green chiles;chicken, cooked and boned, cut into bite-size pieces;cheddar cheese, grated;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['medium', 'noodles', ';', 'onion', ',', 'chopped', ';', 'butter', 'or', 'margarine', ',', 'melted', ';', 'cream', 'of', 'mushroom', 'soup', 'or', '2', 'cans', 'cream', 'of', 'mushroom', 'and', '1', 'can', 'chicken', 'broth', ';', 'jar', 'pimentos', ';', 'chopped', 'green', 'chiles', ';', 'chicken', ',', 'cooked', 'and', 'boned', ',', 'cut', 'into', 'bite-size', 'pieces', ';', 'cheddar', 'cheese', ',', 'grated', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Chinese Noodle Casserole,"Rinse nuts and tuna to remove excess salt. Add 1/4 cup water to soup. Pour half of soup over celery and onions in a large bowl. Add tuna and nuts, and 1 cup of noodles. Pour remaining soup on top and mix. Pour into buttered casserole and smooth top with a spoon. Crush remaining noodles and sprinkle on top. Bake 325 degrees for 45 minutes.",1,can,mushroom soup,1,can,tuna in oil,1,3 oz package,cashew nuts,1,cup,"celery, chopped", 1/4,cup,"onion, chopped",1,can,chow mein noodles,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"mushroom soup;tuna in oil;cashew nuts;celery, chopped;onion, chopped;chow mein noodles;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['mushroom', 'soup', ';', 'tuna', 'in', 'oil', ';', 'cashew', 'nuts', ';', 'celery', ',', 'chopped', ';', 'onion', ',', 'chopped', ';', 'chow', 'mein', 'noodles', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Crazy Crust Pizza,"Mix well. Pour into greased and floured pan. Top with 1 1/2 pounds browned ground beef or sausage, and pepperoni. Add 1 can drained slice mushrooms over top. Bake at 375 degrees for 10 minutes. Add pizza sauce, cheese, etc. Bake 20 minutes more.",1,cup,flour,1,teaspoon,salt, 1/2,teaspoon,oregano or italian seasoning, 1/8,teaspoon,pepper,2,nan,eggs, 2/3,cup,milk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,flour;salt;oregano or italian seasoning;pepper;eggs;milk;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan,"['flour', ';', 'salt', ';', 'oregano', 'or', 'italian', 'seasoning', ';', 'pepper', ';', 'eggs', ';', 'milk', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']","['flour', 'milk', 'eggs']"
Deep Dish Pizza,"Mix dough as instructed. Line bottom of greased 9"" x 12"" baking dish, bringing dough up sides. Cook burger and onion. Put in dough, add mushrooms, and olives. Mix tomatoes with the canned pizza sauce. Pour over meat. Sprinkle with shredded cheese, and grated cheese from package. Bake at 425 degrees for 20 minutes.",1,package,Chef Boyardee package pizza mix,1,pound,hamburger, 1/2,cup,chopped onion,1,16 oz can,"tomatoes, drained and chopped",1,can,mushroom stems and pieces, 1/2,cup,sliced olives,1,cup,"jack and mozzarella cheese, shredded",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"Chef Boyardee package pizza mix;hamburger;chopped onion;tomatoes, drained and chopped;mushroom stems and pieces;sliced olives;jack and mozzarella cheese, shredded;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['Chef', 'Boyardee', 'package', 'pizza', 'mix', ';', 'hamburger', ';', 'chopped', 'onion', ';', 'tomatoes', ',', 'drained', 'and', 'chopped', ';', 'mushroom', 'stems', 'and', 'pieces', ';', 'sliced', 'olives', ';', 'jack', 'and', 'mozzarella', 'cheese', ',', 'shredded', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Easy Pasta Bake,"Cook ground beef in skillet; drain. Stir in cooked pasta, spaghetti sauce and grated parmesan cheese. Spoon into 13"" x 9"" baking dish. Top with mozzarella cheese. Bake at 375 degrees for 20 minutes.",1,pound,ground beef,5,cups,cooked pasta,1,30 oz jar,spaghetti sauce, 1/2,cup,parmesan cheese,1,8 oz package,"mozzarella cheese, shredded",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"ground beef;cooked pasta;spaghetti sauce;parmesan cheese;mozzarella cheese, shredded;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['ground', 'beef', ';', 'cooked', 'pasta', ';', 'spaghetti', 'sauce', ';', 'parmesan', 'cheese', ';', 'mozzarella', 'cheese', ',', 'shredded', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Fum Gum,Bake at 350 degrees for 30 to 40 minutes. Decorate with more cheese before serving.May add green pepper or other veggies if desired.,1 1/2,cups,"elbow macaroni, cooked",1,small,"onion, diced",1 1/2,cups,"left-over beef, cubed",1,cup,cubed cheese,1,can,stewed tomatoes,1,8 oz can,tomato sauce,nan,nan,garlic,nan,nan,salt,pepper,nan,nan,parsley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"elbow macaroni, cooked;onion, diced;left-over beef, cubed;cubed cheese;stewed tomatoes;tomato sauce;garlic;salt;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['elbow', 'macaroni', ',', 'cooked', ';', 'onion', ',', 'diced', ';', 'left-over', 'beef', ',', 'cubed', ';', 'cubed', 'cheese', ';', 'stewed', 'tomatoes', ';', 'tomato', 'sauce', ';', 'garlic', ';', 'salt', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Garden Quiche,"Heat oven to 425 degrees. Mix baking mix and water until soft dough forms; beat vigorously 20 strokes. Gently smooth dough into ball on floured cloth-covered board. Knead 5 times. Roll dough 2 inches larger than inverted 9-inch pie plate. Ease into plate; flute edge if desired. Sprinkle broccoli, cheese and onions in cryst. Beat remaining ingredients with hand beater; pour over broccoli mixture. Bake 15 minutes.Reduce oven temperature to 300 degrees. Bake until knife inserted 1 inch from edge comes out clean, about 35 minutes. Let stand 10 minutes before cutting. Serves 6.",1,cup,Bisquick baking mix, 1/4,cup,cold water,1,cup,"fresh or frozen broccoli, chopped",1,cup,"swiss cheese, shredded",1,cup,"french fried onions, ",4,nan,eggs,2,cups,whipping cream, 3/4,teaspoon,salt, 1/4,teaspoon,sugar, 1/8,teaspoon,cayenne pepper,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"Bisquick baking mix;cold water;fresh or frozen broccoli, chopped;swiss cheese, shredded;french fried onions, ;eggs;whipping cream;salt;sugar;cayenne pepper;nan;nan;nan;nan;nan;nan;nan;nan;nan","['Bisquick', 'baking', 'mix', ';', 'cold', 'water', ';', 'fresh', 'or', 'frozen', 'broccoli', ',', 'chopped', ';', 'swiss', 'cheese', ',', 'shredded', ';', 'french', 'fried', 'onions', ',', ';', 'eggs', ';', 'whipping', 'cream', ';', 'salt', ';', 'sugar', ';', 'cayenne', 'pepper', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']","['sugar', 'eggs']"
Impossible Taco Pie,"Heat oven to 400 degrees. Grease pie plate, 10 x 1 1/2"".Cook and stir beef and onion until brown; drain. Stir in seasoning mix. Spread in plate; top with chilies.Beat milk, baking mix and eggs until smoth, 15 seconds in blender on high or 1 minute with hand beater. Pour into plate.Bake 25 minutes. Top with tomatoes and cheese. Bake until knife inserted between center and edge comes out clean, 8 to 10 minutes. Cool 5 minutes. Top with sour cream, tomatoes, lettuce and cheese if desired. Serves 6 to 8.",1,pound,ground beef, 1/2,cups,"onion, chopped",1,envelope,taco seasoning mix,1,4 oz can,"chopped green chiles, drained",1 1/4,cups,milk, 3/4,cups,Bisquick baking mix,3,nan,eggs,2,nan,tomatoes,1,cup,"monterey jack or cheddar cheese, shredded",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"ground beef;onion, chopped;taco seasoning mix;chopped green chiles, drained;milk;Bisquick baking mix;eggs;tomatoes;monterey jack or cheddar cheese, shredded;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['ground', 'beef', ';', 'onion', ',', 'chopped', ';', 'taco', 'seasoning', 'mix', ';', 'chopped', 'green', 'chiles', ',', 'drained', ';', 'milk', ';', 'Bisquick', 'baking', 'mix', ';', 'eggs', ';', 'tomatoes', ';', 'monterey', 'jack', 'or', 'cheddar', 'cheese', ',', 'shredded', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']","['milk', 'eggs']"
Pasta Primavera,"For pesto, in a blender container or food processor bowl. Place fresh basil or parsley, red or green pepper, mayonnaise, parmesan cheese, lemon juice, salt, red pepper and black pepper. Cover; blend or process till pureed. Set aside.In a large amount of boiling salted water cook pasta for 6 minutes. Add carrots and onion. Return to boiling; cook for 2 minutes. Add zucchini or yellow squash. return to boiling; cook for 2 minutes more.Drain pasta and vegetables; return to saucepan. Stir in pesto; add chicken to turkey. Toss well to combine. Cook over very low heat for 2 minutes or until heated through, tossing occasionally. Serve immediately. Makes 4 servings.",1,cup,"fresh basil or parsley, crushed",1,medium,"red or green pepper, cut up", 1/2,cup,reduced calorie mayonnaise,2,tablespoons,"parmesan cheese, grated",1,tablespoon,lemon juice, 1/2,teaspoon,salt, 1/8,teaspoon,ground red pepper, 1/8,teaspoon,ground black pepper,8,oz,fettucine or linguine,2,large,"carrots, julienned",10,oz,"cooked chicken or turkey breast, cut into strips",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"fresh basil or parsley, crushed;red or green pepper, cut up;reduced calorie mayonnaise;parmesan cheese, grated;lemon juice;salt;ground red pepper;ground black pepper;fettucine or linguine;carrots, julienned;cooked chicken or turkey breast, cut into strips;nan;nan;nan;nan;nan;nan;nan;nan","['fresh', 'basil', 'or', 'parsley', ',', 'crushed', ';', 'red', 'or', 'green', 'pepper', ',', 'cut', 'up', ';', 'reduced', 'calorie', 'mayonnaise', ';', 'parmesan', 'cheese', ',', 'grated', ';', 'lemon', 'juice', ';', 'salt', ';', 'ground', 'red', 'pepper', ';', 'ground', 'black', 'pepper', ';', 'fettucine', 'or', 'linguine', ';', 'carrots', ',', 'julienned', ';', 'cooked', 'chicken', 'or', 'turkey', 'breast', ',', 'cut', 'into', 'strips', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Ranch-style Baked Beans,Preheat oven to 400 degreesIn large skillet melt butter or margarine and brown meat.Stir in remaining ingredients. Pour into 2 1/2 quart casserole. Bake 30-45 minutes.,2,tablespoons,margarine,1,pound,ground chuck,1,envelope,Lipton onion soup mix,1,16 oz can,pork and beans in tomato sauce,1,16 oz can,"kidney beans, drained",1,cup,ketchup, 1/2,cup,cold water,2,tablespoons,prepared mustard,2,teaspoons,cider vinegar,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"margarine;ground chuck;Lipton onion soup mix;pork and beans in tomato sauce;kidney beans, drained;ketchup;cold water;prepared mustard;cider vinegar;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['margarine', ';', 'ground', 'chuck', ';', 'Lipton', 'onion', 'soup', 'mix', ';', 'pork', 'and', 'beans', 'in', 'tomato', 'sauce', ';', 'kidney', 'beans', ',', 'drained', ';', 'ketchup', ';', 'cold', 'water', ';', 'prepared', 'mustard', ';', 'cider', 'vinegar', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Savory Chicken Casserole,"Brown chicken in shortening.In skillet blend: cream of chicken soup, milk, poultry seasoning, salt and pepper. Add carrots, onions, and lima beans.Cover, cook 20 minutes. Pour over chicken. Bake covered at 375 degrees for 1 hour. Uncover and cook 15 minutes.",2,pounds,chicken pieces,2,tablespoons,shortening, 1/2,can,milk,1,can,cream of chicken soup, 1/4,teaspoon,poultry seasoning, 1/4,teaspoon,salt,nan,nan,pepper,4,nan,"carrots, cut into chunks",1,package,frozen lima beans,6,small,onions,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"chicken pieces;shortening;milk;cream of chicken soup;poultry seasoning;salt;pepper;carrots, cut into chunks;frozen lima beans;onions;nan;nan;nan;nan;nan;nan;nan;nan;nan","['chicken', 'pieces', ';', 'shortening', ';', 'milk', ';', 'cream', 'of', 'chicken', 'soup', ';', 'poultry', 'seasoning', ';', 'salt', ';', 'pepper', ';', 'carrots', ',', 'cut', 'into', 'chunks', ';', 'frozen', 'lima', 'beans', ';', 'onions', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",['milk']
Sour Cream Enchiladas,"Blend sour cream, onions, cumin, and cheese. Heat tortillas in oil to make them flexible. Put small amount of sauce in bottom of baking dish. Roll filling in tortillas. Place in pan. Put remained of sauce over top. Top with cheese. Bake at 375 degrees for 20 minutes. Make 6 servings. This recipe also works well for chicken enchiladas. Just add two cooked chicken breasts, cut into bite-size pieces.",1,pint,sour cream,1,cup,"green onions, chopped", 1/2,teaspoon,cumin,4,cups,shredded cheese,12,nan,corn tortillas,4,tablespoons,oil,1,can,enchilada sauce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"sour cream;green onions, chopped;cumin;shredded cheese;corn tortillas;oil;enchilada sauce;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan","['sour', 'cream', ';', 'green', 'onions', ',', 'chopped', ';', 'cumin', ';', 'shredded', 'cheese', ';', 'corn', 'tortillas', ';', 'oil', ';', 'enchilada', 'sauce', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
Spinach Fritatta,"Wash spinach. Cover and steam 3 to 4 minutes, just until wilted. refresh under cold water, drain and squeeze out all moisture. Chop to 3/4 cup. Set aside.Fry bacon and crumble, set aside.Saute spinach, green onions, garlic, and basil in bacon drippings until soft and tender. Add salt and pepper. Beat eggs with water until frothy, pour over vegetables in skillet. Sprinkle bacon on top. Cook on medium heat until eggs are set. Lift edges of set portion and let uncooked egg flow beneath. Cook until done, about 7 to 8 minutes.Sprinkle with cheese. Place under broiler 2 or 3 minutes until eggs are completely set and cheese is bubbly. Serve with salsa.", 1/2,pound,fresh spinach,3,slices,bacon, 1/4,cup,"green onion, chopped",1,medium,"clove garlic, minced", 1/2,teaspoon,basil,nan,nan,salt,nan,nan,pepper,5,nan,eggs, 1/4,cup,water, 1/2,cup,"swiss cheese, grated",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,"fresh spinach;bacon;green onion, chopped;clove garlic, minced;basil;salt;pepper;eggs;water;swiss cheese, grated;nan;nan;nan;nan;nan;nan;nan;nan;nan","['fresh', 'spinach', ';', 'bacon', ';', 'green', 'onion', ',', 'chopped', ';', 'clove', 'garlic', ',', 'minced', ';', 'basil', ';', 'salt', ';', 'pepper', ';', 'eggs', ';', 'water', ';', 'swiss', 'cheese', ',', 'grated', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",['eggs']
Stuffed Green Peppers,Parboil peppers. Mix all the above. Fill peppers. Place in casserole. Pour tomato sauce over top. Bake 1 hour at 350 degrees.,1,pound,hamburger,1,nan,fresh ripe tomato,1,teaspoon,caraway seed,1,teaspoon,salt,nan,nan,pepper,1,nan,egg, 1/4,cup,cooked rice, 1/4,cup,chopped onion,1,can,tomatoes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,asian food,hamburger;fresh ripe tomato;caraway seed;salt;pepper;egg;cooked rice;chopped onion;tomatoes;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan,"['hamburger', ';', 'fresh', 'ripe', 'tomato', ';', 'caraway', 'seed', ';', 'salt', ';', 'pepper', ';', 'egg', ';', 'cooked', 'rice', ';', 'chopped', 'onion', ';', 'tomatoes', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan', ';', 'nan']",[]
